yyyy,PerNo,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,最高學歷,畢業學校類別,畢業科系類別,眷屬量,通勤成本,歸屬部門
2017,4139,0,1,1,4,20,1,0,0,0,0,1,22,2,1,0,6,0,0,1,5,0,0,2,2,5,0,0,1,0,1,1,5,5,5,1,1,1,0,0,,,5,1,8,20127
2014,4141,0,1,1,7,8,1,0,0,0,0,0,24,2,5,1,6,2,0,1,54,0,0,3,1,4,0,0,1,0,0,5,7,5,5,1,2,2,0,0,2,,3,1,8,8038
2015,4141,0,1,1,7,8,1,0,0,0,0,0,23,1,5,2,6,1,0,1,60,0,0,3,4,5,0,0,1,0,0,5,10,5,6,1,2,2,0,0,2,,3,2,8,8038
2016,4141,0,1,1,7,8,1,0,0,0,0,0,22,1,5,0,6,0,0,1,66,0,0,3,7,7,0,0,1,0,0,10,10,5,6,1,2,2,0,0,2,,3,2,8,8038
2017,4141,0,1,1,7,8,1,0,0,0,0,0,23,2,5,1,6,0,0,1,32,0,0,4,1,5,0,0,0,0,0,10,4,5,6,1,3,3,0,0,2,,3,2,8,8038
2015,4143,0,1,1,7,19,1,0,0,0,0,1,23,1,5,0,6,2,0,1,5,1,0,1,2,8,0,0,0,0,0,5,4,5,2,2,1,1,0,0,2,4,6,0,8,19135
2016,4143,1,1,1,7,19,1,0,0,0,0,1,23,2,5,0,6,0,0,1,5,2,0,2,2,6,0,0,0,0,0,5,1,5,3,2,1,1,0,0,2,4,6,0,8,19135
2014,4146,0,1,1,2,13,1,0,0,0,1,0,22,4,5,2,6,0,0,1,0,0,0,4,3,9,0,0,0,0,0,4,8,2,13,1,7,7,0,1,2,,3,2,8,13168
2014,4148,0,1,1,3,8,1,0,0,0,0,0,23,1,5,0,5,1,0,1,10,0,0,1,3,5,0,0,2,1,2,6,7,5,12,1,6,6,1,1,2,,8,0,9,8145
2015,4148,0,1,1,3,8,1,0,0,0,0,0,23,1,1,0,5,0,0,1,7,0,0,2,4,7,0,0,2,0,3,7,7,2,12,1,7,6,1,1,2,,8,0,9,8145
2016,4148,0,1,1,3,8,1,0,0,0,0,0,23,2,1,1,5,0,2,1,8,0,0,2,6,6,0,0,2,1,2,7,9,4,12,1,7,7,1,1,2,,8,0,9,8145
2017,4148,1,1,1,3,8,1,0,0,0,0,0,23,2,1,1,5,2,0,1,4,0,0,2,4,6,0,0,2,1,2,7,1,4,13,1,7,7,1,1,2,,8,0,9,8145
2014,4149,0,1,2,4,14,6,0,0,0,0,0,23,2,5,2,6,0,0,7,6,1,0,1,2,6,0,0,3,1,3,10,1,5,6,1,2,2,1,1,2,,7,1,6,14195
2015,4149,0,1,2,3,14,6,0,0,0,0,0,23,1,5,0,6,0,0,4,6,1,1,1,4,6,0,0,3,0,11,10,9,5,7,1,3,2,1,1,2,,7,1,6,14195
2016,4149,0,1,2,3,14,6,0,0,0,0,0,22,1,5,0,11,4,0,3,4,0,0,1,2,6,0,0,3,1,6,1,1,5,7,1,3,3,1,1,2,,7,1,9,14195
2017,4149,0,1,2,3,14,6,0,0,0,0,0,23,1,5,1,11,2,0,2,3,0,0,1,3,6,0,0,4,1,14,1,1,5,7,1,3,3,1,1,2,,7,1,9,14195
2014,4150,0,1,1,4,13,1,0,0,0,0,0,23,2,5,3,6,0,0,1,6,0,0,6,1,6,0,0,1,0,0,6,5,2,11,1,6,6,0,1,,3,3,2,8,13034
2015,4150,0,1,1,4,13,1,0,0,0,0,0,23,3,5,0,6,0,0,1,6,0,0,6,5,6,0,0,1,0,0,6,7,2,11,1,6,6,0,1,,3,3,2,8,13034
2016,4150,0,1,1,4,13,1,0,0,0,0,0,23,3,5,1,6,0,0,1,8,1,0,7,5,6,0,0,1,0,0,6,8,2,12,1,6,6,0,1,,3,3,2,8,13034
2017,4150,0,1,1,4,13,1,0,0,0,0,0,23,2,5,1,6,0,0,1,5,1,0,7,2,6,0,0,1,0,0,6,4,5,12,1,7,7,0,1,,3,3,1,8,13034
2014,4152,0,1,1,4,4,1,0,0,0,0,0,22,4,5,2,6,0,0,1,1,0,0,8,3,6,0,0,1,0,1,6,3,2,12,1,7,7,1,1,,3,3,2,8,4125
2015,4152,0,1,1,4,4,1,0,0,0,0,0,23,2,5,0,6,0,0,1,2,0,0,8,4,6,0,0,1,0,0,6,3,2,13,1,7,7,1,1,,3,3,2,8,4125
2014,4153,0,1,1,2,20,4,0,0,0,0,0,23,3,1,0,6,1,0,1,8,0,0,4,2,6,0,0,1,0,0,3,1,4,11,1,7,3,7,2,2,4,6,0,8,20130
2015,4153,0,1,1,2,20,4,0,0,0,0,0,23,3,5,1,6,0,0,1,6,0,0,4,4,7,0,0,1,0,1,3,9,4,12,1,7,3,7,2,2,4,6,0,8,20130
2016,4153,0,1,1,2,20,4,0,0,0,0,0,23,4,5,1,6,0,0,1,4,0,0,4,3,7,0,0,1,0,1,3,1,5,12,1,7,3,7,2,2,4,6,0,8,20130
2017,4153,0,1,1,2,20,4,0,0,0,0,0,23,5,5,1,6,0,0,1,3,0,0,5,0,4,0,0,1,0,1,3,9,5,12,1,7,3,7,2,2,4,6,0,8,20130
2014,4155,1,1,1,3,8,6,0,0,0,0,0,23,2,1,1,5,0,0,1,17,1,0,2,7,6,0,0,1,0,1,7,1,4,11,1,5,4,2,1,,4,8,0,8,8145
2014,4157,0,1,1,3,17,6,0,0,0,0,0,23,3,5,2,11,0,0,0,1,0,0,2,6,6,0,0,4,1,2,6,1,5,11,1,6,2,6,7,2,1,9,0,10,17108
2015,4157,0,1,1,3,17,6,0,0,0,0,0,23,3,5,3,11,0,0,1,3,0,0,2,6,6,0,0,2,1,2,6,1,4,12,1,6,2,6,7,2,1,9,2,10,17108
2016,4157,0,1,1,3,17,6,0,0,0,0,0,23,2,5,4,11,0,0,1,3,0,0,2,4,6,0,0,4,1,6,6,1,4,12,1,6,3,6,7,2,1,9,2,10,17108
2017,4157,0,1,1,3,17,2,0,0,0,0,0,22,3,2,1,11,0,0,1,3,0,0,3,3,7,0,0,5,1,3,6,1,4,12,1,6,3,6,7,2,1,9,2,8,17108
2014,4158,0,1,1,7,16,1,0,0,0,0,0,23,2,5,0,5,0,2,1,100,0,0,2,4,6,0,0,1,1,0,5,7,2,4,1,2,1,1,1,2,4,8,0,8,16178
2015,4158,0,1,1,7,16,1,0,0,0,0,0,22,3,5,1,5,6,2,2,100,0,0,2,3,8,0,0,1,1,0,5,9,2,4,1,2,2,1,1,2,4,8,0,8,16178
2016,4158,0,1,1,7,16,1,0,0,0,0,0,22,2,5,1,5,3,0,2,100,0,0,2,3,7,0,0,1,0,0,5,10,2,5,1,2,2,1,1,2,4,8,1,8,16178
2017,4158,0,1,1,7,16,1,0,0,0,0,0,22,2,5,0,5,3,2,4,78,0,0,3,4,9,0,0,1,1,1,5,1,5,5,1,2,2,1,1,2,4,8,1,8,16178
2014,4159,0,0,1,3,13,6,0,0,0,0,0,22,3,1,5,6,0,0,6,16,1,1,1,6,6,0,0,2,1,1,1,1,4,6,2,4,4,1,1,2,4,3,1,8,13034
2015,4159,0,0,1,3,13,6,0,0,0,0,0,22,5,1,3,6,0,0,7,13,1,0,1,1,8,0,0,2,1,1,2,1,4,7,2,4,4,1,1,2,4,3,1,8,13034
2016,4159,0,0,1,3,13,6,0,0,0,0,0,23,4,1,2,6,0,0,1,4,0,0,1,4,7,0,0,4,1,2,2,1,5,7,2,4,4,1,1,2,4,3,0,8,13034
2017,4159,0,0,1,3,13,6,0,0,0,0,0,22,4,5,3,6,0,3,1,3,1,0,2,9,10,0,0,4,1,2,2,1,4,7,2,4,4,1,1,2,4,3,0,8,13034
2014,4160,1,1,1,3,20,1,0,0,0,1,1,22,2,5,0,6,0,0,1,5,0,0,2,3,10,0,0,1,0,2,2,6,2,7,2,3,3,0,0,,4,5,2,8,20019
2014,4161,0,1,1,4,16,1,0,0,0,1,0,17,2,5,0,5,3,0,2,35,1,0,1,2,6,0,0,1,0,1,10,8,5,4,1,2,2,0,0,2,,6,2,9,16070
2015,4161,0,1,1,4,16,1,0,0,0,1,0,19,2,1,0,5,3,2,1,19,1,0,2,2,6,0,0,2,1,2,1,5,5,5,1,2,2,0,0,2,,6,2,9,16070
2016,4161,0,1,1,4,16,1,0,0,0,1,0,22,2,1,1,5,0,2,1,22,1,0,2,7,6,0,0,3,1,2,1,8,4,5,1,2,2,0,0,2,,6,2,9,16070
2017,4161,0,1,1,4,16,1,0,0,0,1,0,23,2,1,1,5,0,2,2,10,1,0,2,2,6,0,0,3,1,3,1,9,4,5,1,3,3,0,0,2,,6,3,9,16070
2014,4162,0,1,1,2,8,3,0,0,0,0,0,24,2,1,2,6,0,2,0,16,2,0,5,3,4,0,0,2,1,3,3,1,4,11,1,6,6,0,0,,4,8,0,8,8038
2015,4162,0,1,1,6,8,3,0,0,0,0,0,24,2,1,1,6,0,1,1,13,1,1,1,1,2,0,0,2,2,3,3,1,5,11,1,6,6,0,0,,4,8,0,8,8038
2016,4162,0,1,1,6,8,3,0,0,0,0,0,24,3,1,1,6,0,2,1,10,1,0,1,1,2,0,0,3,2,6,3,1,5,12,1,6,6,0,0,,4,8,0,8,8038
2017,4162,0,1,1,6,8,4,0,0,0,0,0,22,2,5,3,6,0,0,2,8,2,0,1,0,2,0,0,4,2,12,4,1,4,12,1,7,7,0,0,,4,8,0,8,8206
2014,4163,0,1,1,7,8,1,0,0,0,0,0,23,2,5,0,5,0,0,1,1,0,0,6,2,6,0,0,1,0,0,10,1,2,9,1,4,4,1,1,2,4,2,3,8,8145
2015,4163,0,1,1,7,8,1,0,0,0,0,0,23,1,5,0,5,2,0,1,1,0,0,6,1,5,0,0,2,0,2,10,1,2,9,1,4,4,1,1,2,4,2,3,8,8145
2016,4163,0,1,1,7,8,1,0,0,0,0,0,23,1,5,0,5,1,0,0,1,0,0,6,5,6,0,0,1,0,1,10,1,3,10,1,4,4,1,1,2,4,2,3,8,8145
2017,4163,0,1,1,7,8,1,0,0,0,0,0,23,1,5,0,5,2,0,1,1,0,0,7,2,6,0,0,1,0,2,10,10,2,10,1,5,5,1,1,2,4,2,3,8,8145
2014,4164,0,1,1,7,14,1,0,0,0,0,0,23,2,5,5,6,0,0,1,14,0,0,2,2,7,0,0,0,0,0,10,6,2,7,1,3,1,3,2,2,4,2,2,8,14067
2015,4164,0,1,1,7,14,1,0,0,0,0,0,23,2,5,0,6,0,0,1,11,1,0,2,1,6,0,0,1,0,0,10,6,2,8,1,3,1,3,2,2,4,2,2,8,14067
2016,4164,0,1,1,7,14,1,0,0,0,0,0,23,2,5,4,6,0,0,1,7,1,0,2,3,7,0,0,0,0,0,10,2,2,8,1,3,2,3,2,2,4,2,2,8,14067
2017,4164,0,1,1,7,14,1,0,0,0,0,0,17,2,5,1,6,0,0,1,7,1,0,2,12,11,0,0,1,0,0,10,7,2,8,1,3,2,3,2,2,4,2,2,8,14067
2015,4165,0,1,1,7,16,1,0,0,0,0,1,24,3,5,11,5,0,0,4,100,0,0,1,0,6,0,0,1,0,1,5,4,5,2,2,1,1,0,0,2,4,8,0,8,16001
2016,4165,0,1,1,7,16,1,0,0,0,0,1,23,2,5,3,5,1,0,1,100,0,0,2,1,6,0,0,1,0,1,5,4,2,3,2,1,1,0,0,2,4,8,0,8,16001
2017,4165,0,1,1,7,16,1,0,0,0,0,1,22,2,5,3,6,0,0,3,100,0,0,2,4,7,0,0,1,0,1,5,5,2,3,2,1,1,0,0,2,4,8,1,8,16001
2014,4168,0,1,1,4,8,1,0,0,0,0,1,23,3,1,1,5,0,3,1,8,1,0,2,5,6,0,0,1,1,1,2,1,4,5,1,3,3,0,0,2,4,8,2,8,8012
2015,4168,0,1,1,4,8,1,0,0,0,0,1,23,2,1,3,5,2,2,1,8,0,0,2,2,6,0,0,1,1,0,2,1,4,6,1,3,3,0,0,2,4,8,1,8,8012
2016,4168,0,1,1,4,8,1,0,0,0,0,1,22,1,1,2,5,0,2,1,7,0,0,3,3,8,0,0,1,1,0,2,1,5,6,1,3,3,0,0,2,4,8,1,8,8012
2017,4168,0,1,1,4,8,1,0,0,0,0,1,23,1,1,0,5,3,2,1,4,0,0,3,1,4,0,0,1,1,0,2,1,5,6,1,4,4,0,0,2,4,8,1,8,8012
2014,4169,0,1,1,4,10,1,0,0,0,0,1,23,2,5,0,6,0,0,1,8,2,0,1,5,6,0,0,0,0,0,5,5,2,4,2,2,2,0,0,2,,8,0,9,10011
2015,4169,1,1,1,4,10,1,0,0,0,0,1,23,1,5,2,6,0,0,3,5,0,0,1,5,6,0,0,0,0,0,5,5,2,4,2,2,2,0,0,2,,8,0,9,10011
2014,4171,0,0,1,7,8,1,0,0,0,0,0,23,3,5,2,5,0,0,2,0,1,0,3,3,8,0,0,3,0,3,10,9,5,5,2,3,2,1,1,2,,8,1,8,8139
2015,4172,0,1,1,7,11,1,0,0,0,0,1,24,2,5,0,4,2,0,1,9,1,0,1,1,5,0,0,2,0,2,5,5,5,2,2,1,1,0,0,2,4,3,0,10,11051
2016,4172,1,1,1,7,11,1,0,0,0,0,1,23,2,5,2,4,0,0,7,16,1,0,1,4,5,0,0,3,0,2,5,9,2,2,2,1,1,0,0,2,4,3,1,10,11051
2015,4173,0,0,1,7,8,1,0,0,0,0,0,17,1,5,0,3,1,0,1,5,0,0,4,5,5,0,0,1,0,0,5,5,2,6,1,4,4,0,0,2,3,8,1,5,8012
2016,4173,0,0,1,7,8,1,0,0,0,0,0,22,1,5,0,3,1,0,1,3,0,0,5,3,7,0,0,1,0,0,5,5,2,6,1,4,4,0,0,2,3,8,1,5,8012
2017,4173,0,0,1,7,8,1,0,0,0,0,0,23,1,5,0,3,1,0,1,2,0,0,5,2,6,0,0,1,0,2,5,10,2,7,1,5,5,0,0,2,3,8,1,5,8012
2014,4175,0,1,1,4,20,1,0,0,0,0,1,13,1,5,1,6,0,0,2,4,0,0,4,0,5,0,0,6,0,5,1,5,5,6,1,3,3,0,0,2,,6,1,8,20192
2015,4175,0,1,1,4,20,1,1,0,0,0,1,1,1,1,15,6,0,0,1,3,0,0,4,0,2,3,3,4,0,3,1,8,2,6,1,3,3,0,0,2,,6,1,8,20082
2016,4175,0,1,1,4,20,1,1,0,0,0,1,19,1,5,11,6,0,0,1,2,0,0,4,1,10,0,0,1,0,0,1,3,2,7,1,4,4,0,0,2,,6,0,8,20069
2017,4175,0,1,1,4,20,1,1,0,0,0,1,23,2,5,0,6,0,0,1,1,0,0,5,5,7,0,0,1,0,0,1,10,5,7,1,4,4,0,0,2,,6,1,8,20069
2014,4176,0,1,1,7,19,1,0,0,0,0,1,24,2,5,0,6,3,0,11,4,1,0,1,2,5,0,0,1,0,2,5,3,5,3,2,1,1,0,0,2,4,9,0,8,19138
2015,4176,1,1,1,7,19,1,0,0,0,0,1,23,1,5,0,6,2,0,1,12,1,0,1,4,7,0,0,1,1,1,5,9,4,3,2,1,1,0,0,2,4,9,0,8,19138
2016,4178,0,1,1,4,16,4,0,0,0,0,0,23,1,5,0,5,0,0,1,0,1,0,4,5,6,0,0,2,0,3,2,1,2,9,1,4,3,2,2,2,4,9,1,8,16121
2017,4178,0,1,1,4,16,4,0,0,0,0,0,23,2,5,0,5,0,0,1,0,1,0,4,4,7,0,0,1,0,1,2,4,5,10,1,4,3,2,2,2,4,9,1,8,16121
2014,4179,0,1,1,3,14,1,0,0,0,1,1,16,2,5,0,6,3,0,3,15,1,0,1,4,6,0,0,3,1,3,1,1,4,6,2,3,3,0,0,2,4,3,1,8,14048
2015,4179,0,1,1,3,14,1,0,0,0,1,1,23,2,5,1,6,0,0,1,8,1,0,1,2,6,0,0,3,0,2,2,1,2,6,2,3,3,0,0,2,4,3,2,8,14048
2016,4179,0,1,1,3,14,1,0,0,0,1,1,23,2,5,1,6,0,0,1,5,1,0,2,9,6,0,0,4,1,2,2,10,2,7,2,4,4,0,0,2,4,3,2,8,14048
2017,4179,0,1,1,3,14,1,0,0,0,1,1,22,2,5,1,6,0,0,1,2,0,0,2,4,5,0,0,6,0,4,2,9,2,7,2,4,4,0,0,2,4,3,2,8,14053
2014,4182,0,1,1,7,14,1,0,0,0,1,0,22,2,5,1,6,1,0,1,5,0,0,1,4,7,0,0,1,0,0,5,8,5,3,2,1,1,0,0,2,4,6,0,8,14067
2015,4182,0,1,1,4,14,1,0,0,0,1,0,23,1,5,0,6,0,0,1,5,1,1,1,2,8,0,0,1,0,2,5,4,5,3,2,1,1,0,0,2,4,6,0,8,14067
2016,4182,0,1,1,4,14,1,0,0,0,1,0,22,4,5,1,6,0,0,1,3,1,0,1,2,5,0,0,1,0,2,10,8,4,4,1,2,2,0,0,2,4,6,1,8,14067
2017,4182,0,1,1,4,14,1,0,0,0,1,0,21,1,5,1,6,0,0,3,2,1,0,1,7,10,0,0,1,0,2,10,1,2,4,1,2,2,0,0,2,4,6,1,8,14067
2015,4185,0,1,1,7,8,1,0,0,0,0,1,24,2,5,0,3,0,0,4,7,0,0,1,3,6,0,0,1,0,1,5,8,5,2,2,1,1,0,0,2,4,8,0,9,8126
2016,4185,1,1,1,7,8,1,0,0,0,0,1,23,3,1,1,3,2,0,1,12,0,0,1,6,7,0,0,2,0,1,5,1,4,2,2,1,1,0,0,2,4,8,0,9,8126
2014,4187,0,1,1,4,20,1,0,0,0,0,1,23,1,5,0,6,0,0,1,3,0,0,1,6,6,0,0,1,0,0,5,3,2,3,2,2,2,0,0,2,,6,0,8,20019
2015,4187,0,1,1,4,20,1,0,0,0,0,1,23,1,5,0,6,1,0,1,2,0,0,1,7,6,0,0,1,0,0,5,5,2,4,2,2,2,0,0,2,,6,0,8,20019
2016,4187,0,1,1,4,20,1,0,0,0,0,1,23,1,5,0,6,0,0,1,2,0,0,2,6,6,0,0,1,0,0,10,5,2,4,2,2,2,0,0,2,,6,1,8,20019
2017,4187,0,1,1,4,20,1,0,0,0,0,1,23,2,5,0,6,0,0,1,1,0,0,2,7,7,0,0,1,0,0,10,2,2,4,2,2,2,0,0,2,,6,1,8,20019
2014,4191,0,1,1,4,2,1,0,0,1,0,0,23,3,1,1,6,0,0,1,25,1,0,2,2,6,0,0,1,0,1,10,7,4,7,1,3,3,0,0,2,,2,2,8,2197
2015,4191,0,1,1,4,2,1,0,0,1,0,0,23,4,1,1,6,1,0,1,18,1,0,2,2,6,0,0,2,0,1,10,1,4,7,1,3,3,0,0,2,,2,2,8,2197
2016,4191,0,1,1,4,2,1,0,0,1,0,0,23,4,1,1,5,0,0,1,7,1,0,2,2,6,0,0,3,0,1,1,1,4,7,1,3,3,0,0,2,,2,2,8,2197
2017,4191,0,1,1,4,2,1,0,0,1,0,0,23,4,5,1,5,0,0,1,4,1,0,3,2,7,0,0,3,0,1,1,1,2,8,1,4,4,0,0,2,,2,2,8,2169
2014,4192,0,1,1,3,6,1,0,0,0,0,0,22,2,5,0,6,0,0,2,2,0,0,2,3,8,0,0,1,0,0,7,7,2,7,1,4,2,4,2,2,4,5,0,9,6167
2015,4192,1,1,1,3,20,1,0,0,0,0,0,22,4,5,0,6,0,0,1,6,0,0,2,6,10,0,0,1,0,0,7,8,5,7,1,4,2,4,2,2,4,5,1,9,20184
2014,4195,1,0,1,3,20,4,0,0,0,1,0,23,1,1,0,6,0,4,3,8,0,1,1,3,6,0,0,0,7,0,1,1,4,6,1,3,3,1,1,,,6,2,8,20069
2014,4197,0,0,1,7,2,1,0,0,0,0,0,20,3,5,0,6,0,0,1,2,0,0,3,4,8,0,0,1,0,0,5,6,5,4,1,2,2,0,0,2,,8,2,8,2058
2017,4197,0,0,1,7,2,1,1,0,0,0,0,14,2,5,0,6,0,0,1,2,0,0,4,5,7,0,0,0,0,0,5,3,2,5,1,3,3,0,0,2,,8,0,8,2128
2014,4199,0,1,1,3,14,1,0,0,0,0,0,22,1,1,0,6,2,0,3,23,1,0,1,1,7,0,0,1,0,4,2,7,5,7,1,2,1,2,1,,4,6,0,8,14040
2015,4199,1,1,1,3,14,4,0,0,0,0,0,19,1,1,0,6,1,0,3,26,1,0,1,1,9,2,4,1,0,3,6,2,2,7,1,2,1,2,1,,4,6,0,8,14040
2014,4200,0,1,1,2,20,4,0,0,0,0,0,23,2,5,0,6,0,0,1,21,0,0,3,5,6,0,0,1,0,0,4,7,5,10,1,5,5,1,1,2,3,5,1,8,20089
2015,4200,0,1,1,2,20,4,0,0,0,0,0,23,2,5,4,6,0,0,1,14,0,0,3,5,6,0,0,1,0,0,3,7,5,10,1,5,5,1,1,2,3,5,1,8,20089
2016,4200,0,1,1,2,20,4,0,0,0,0,0,23,2,1,0,6,0,0,1,12,0,0,4,4,6,0,0,1,0,0,3,4,4,11,1,5,5,1,1,2,3,5,1,8,20089
2017,4200,0,1,1,2,20,4,0,0,0,0,0,24,2,1,0,6,1,0,1,6,0,0,4,1,2,0,0,1,0,0,3,9,5,11,1,5,5,1,1,2,3,5,1,8,20089
2014,4202,0,1,1,2,14,1,0,0,0,0,0,23,3,1,15,5,2,0,3,6,0,0,1,3,6,0,0,5,0,3,4,1,4,11,1,4,4,1,1,,1,8,1,8,14077
2015,4202,0,1,1,2,14,1,0,0,0,0,0,23,3,1,15,5,0,0,1,8,0,0,2,6,6,0,0,5,1,5,4,1,4,11,1,4,4,1,1,,1,8,1,8,14077
2016,4202,0,1,1,2,14,1,0,0,0,0,0,23,4,1,15,5,0,0,0,7,0,0,2,3,6,0,0,6,1,3,3,1,4,11,1,4,4,1,1,,1,8,1,8,14077
2017,4202,0,1,1,2,14,1,0,0,0,0,0,23,3,1,14,5,0,0,1,3,0,0,2,1,4,0,0,5,1,3,3,1,4,12,1,5,4,1,1,,1,8,1,8,14021
2016,4203,0,0,2,4,9,1,0,0,0,0,0,21,3,5,0,2,2,0,1,1,0,0,2,4,8,0,0,1,0,1,10,7,5,6,1,3,2,1,1,2,1,9,1,8,9102
2017,4203,0,0,2,4,9,1,0,0,0,0,0,13,2,5,1,2,0,0,2,1,0,0,2,0,6,0,0,1,0,0,10,4,5,7,1,3,2,1,1,2,1,9,1,10,9102
2014,4204,0,0,1,3,10,1,0,0,0,0,0,23,1,5,0,6,0,0,3,10,2,0,1,4,6,0,0,1,0,0,1,7,2,9,1,5,5,0,1,2,4,8,1,8,10008
2015,4204,0,0,1,3,10,1,0,0,0,0,0,22,1,5,0,6,0,0,3,10,1,0,2,2,6,0,0,1,0,0,1,2,2,10,1,6,6,0,1,2,4,8,0,8,10008
2016,4204,0,0,1,3,10,1,0,0,0,0,0,23,2,5,3,6,2,0,3,7,1,0,2,5,6,0,0,1,0,0,1,2,2,10,1,6,6,0,1,2,4,8,1,8,10008
2017,4204,0,0,1,3,10,1,0,0,0,0,0,22,3,5,2,6,0,0,2,1,2,0,2,1,6,0,0,1,0,0,1,5,2,10,1,6,6,0,1,2,4,8,1,8,10155
2015,4206,0,1,1,7,20,1,0,0,0,0,1,23,1,1,0,6,0,0,3,2,0,0,1,3,5,0,0,1,0,0,5,7,5,2,2,1,1,0,0,2,4,6,0,8,20069
2016,4206,0,1,1,7,20,1,0,0,0,0,1,23,1,1,0,6,0,0,0,5,0,0,1,5,5,0,0,0,0,0,5,1,5,3,2,1,1,0,0,2,4,6,0,8,20069
2017,4206,0,1,1,4,20,1,0,0,0,0,1,23,2,5,0,6,0,0,1,4,1,1,1,5,5,0,0,1,0,0,10,1,4,3,2,1,1,0,0,2,4,6,0,8,20069
2016,4207,0,1,2,4,9,4,0,0,0,0,0,22,3,5,1,2,0,0,1,1,1,0,6,5,6,0,0,3,0,2,6,4,2,12,1,7,6,1,1,2,4,3,1,8,9102
2017,4207,0,1,2,4,9,4,0,0,0,0,0,23,4,5,2,2,0,0,1,1,1,0,6,3,4,0,0,3,0,1,6,7,5,13,1,7,6,1,1,2,4,3,1,8,9102
2014,4212,0,1,1,2,8,6,0,0,0,0,1,23,5,1,3,6,3,0,1,24,0,0,2,3,6,0,0,2,1,2,4,1,4,8,2,4,4,0,0,,4,8,1,8,8157
2015,4212,0,1,1,2,8,6,0,0,0,0,1,23,3,1,2,6,1,2,2,28,0,0,2,4,5,0,0,2,2,1,4,1,4,9,2,4,4,0,0,,4,8,1,8,8157
2016,4212,0,1,1,2,8,2,0,0,0,0,1,23,5,5,2,6,2,0,2,24,0,0,2,1,5,0,0,3,2,1,3,1,5,9,2,4,4,0,0,,4,8,1,8,8157
2017,4212,0,1,1,2,8,2,0,0,0,0,1,23,6,1,2,6,1,3,5,19,0,0,2,0,6,0,0,3,2,1,3,1,5,9,2,4,4,0,0,,4,8,1,8,8157
2015,4216,0,1,1,3,13,6,0,0,0,0,0,23,3,1,5,6,0,0,7,4,0,1,1,2,6,0,0,2,1,1,2,1,5,11,1,6,1,9,5,,3,3,0,8,13168
2016,4216,0,1,1,3,13,6,0,0,0,0,0,23,3,1,2,6,0,0,5,10,0,0,1,2,6,0,0,2,1,2,6,1,5,11,1,6,1,9,5,,3,3,0,8,13168
2017,4216,0,1,1,3,13,6,0,0,0,0,0,23,3,1,2,6,0,0,4,8,0,0,1,3,6,0,0,2,0,2,6,1,5,12,1,7,1,9,5,,3,3,1,8,13168
2014,4217,0,1,1,4,2,1,0,0,0,0,0,22,2,5,0,6,0,0,2,7,1,0,3,9,10,0,0,2,0,3,2,5,4,5,1,2,2,1,1,,1,2,2,11,2101
2015,4217,1,1,1,4,2,1,0,0,0,0,0,21,4,5,1,6,0,0,1,8,1,0,3,5,9,0,0,2,0,1,2,10,2,6,1,2,2,1,1,,1,2,2,11,2101
2014,4219,0,1,1,1,13,1,0,0,0,0,0,23,1,5,15,6,2,0,1,0,1,0,1,3,6,0,0,1,0,0,5,1,5,8,1,6,5,1,0,,3,8,2,8,13147
2015,4219,0,1,1,7,13,1,0,0,0,0,0,22,1,5,15,6,14,0,2,0,0,1,1,3,6,0,0,3,0,8,5,1,5,9,1,6,6,1,0,,3,8,2,8,13147
2016,4219,0,1,1,7,13,1,0,0,0,0,0,22,1,5,15,6,2,0,1,0,0,0,1,3,7,0,0,1,0,0,10,1,4,9,1,6,6,1,0,,3,8,2,8,13147
2017,4219,0,1,1,7,13,1,0,0,0,0,0,23,1,5,15,6,0,0,1,0,0,0,1,1,4,1,1,1,0,0,10,1,4,9,1,6,6,1,0,,3,8,1,8,13147
2014,4221,0,1,1,3,14,1,0,0,0,1,1,14,1,5,5,6,0,0,7,19,1,0,2,3,6,0,0,1,0,3,2,1,4,7,1,4,4,0,0,2,4,1,0,8,14053
2015,4221,0,1,1,3,14,1,0,0,0,1,1,23,1,5,0,6,2,0,4,18,1,0,2,3,6,0,0,1,0,2,2,1,4,7,1,4,4,0,0,2,4,1,1,8,14053
2016,4221,0,1,1,3,14,1,0,0,0,1,1,23,1,5,0,6,0,0,1,18,1,0,2,5,6,0,0,1,0,1,6,1,4,8,1,4,4,0,0,2,4,1,1,8,14053
2017,4221,0,1,1,3,14,1,0,0,0,1,1,23,2,5,1,6,0,0,3,15,1,0,2,2,4,0,0,1,0,0,6,1,4,8,1,4,4,0,0,,4,8,1,8,14160
2014,4223,0,1,1,4,20,1,0,0,0,0,0,23,1,5,0,6,0,0,3,2,0,0,2,3,9,0,0,0,0,0,1,7,5,6,1,3,1,3,1,2,3,5,1,8,20069
